tick,cmd_0,cmd_1,cmd_2,ang_vel_0,ang_vel_1,ang_vel_2,proj_grav_0,proj_grav_1,proj_grav_2,pos_0,pos_1,pos_2,pos_3,pos_4,pos_5,pos_6,pos_7,pos_8,pos_9,pos_10,pos_11,pos_12,pos_13,vel_0,vel_1,vel_2,vel_3,vel_4,vel_5,vel_6,vel_7,vel_8,vel_9,vel_10,vel_11,vel_12,vel_13,action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_7,action_8,action_9,action_10,action_11,action_12,action_13
50,0.0,0.0,0.0,-0.06536258,0.37402406,0.39265546,0.07757562,0.020328308,-0.9967792,-0.045841612,-0.03701854,0.038169377,0.038169377,0.048143283,-0.025510184,-0.02474296,-0.020523231,-0.0005754177,-0.009398489,0.0024934767,0.01822156,0.0074804304,0.012083772,0.25543603,0.4647898,-0.5117876,-0.34088656,-1.0977341,-0.00030518044,-0.085755706,0.6814679,-0.34088656,0.3283131,0.2893721,-0.2540627,0.39749753,-0.0007629511,0.09780265,-0.17921996,-0.13814652,0.6369527,-1.6288922,0.14005987,0.015955158,0.40487134,-0.6781813,1.4270514,0.35425484,-0.52055407,-0.034125254,-0.13554874
51,0.0,0.0,0.0,-0.071907565,0.55182946,0.808262,0.06633964,0.018306661,-0.99762917,-0.037785765,-0.032031585,0.032798808,0.032798808,0.027044633,-0.025126573,-0.02474296,-0.012467383,-0.0070968186,-0.0005754177,0.010165713,0.014385443,0.02244129,0.011316548,1.0220493,0.22003509,-0.42633706,-0.34088656,-0.9594263,-0.17059587,0.25543603,0.51117724,-0.6820783,0.49347678,0.46930647,-0.1045243,0.7255665,-0.080109864,0.54950976,-0.17166194,-0.87489367,1.3033593,-2.5105386,0.4880453,0.13964659,0.1128344,-0.39787745,2.3198419,0.6556606,-0.41141427,-0.021778721,-0.19242248
52,0.0,0.0,0.0,0.10262536,0.53001285,0.801717,0.057204433,0.018318495,-0.9981944,-0.020523231,-0.031647973,0.020523231,0.03318242,0.0074804304,-0.016687114,-0.022057679,-0.005945983,-0.0090148775,0.016303502,0.023975737,0.01170016,0.03356603,0.006713207,1.1074998,0.093690395,-0.6820783,-0.42633706,-0.9258564,0.51117724,0.34027618,0.51117724,0.51117724,0.9715114,0.6707256,-0.3044175,0.26169223,-0.42801556,0.68071043,-0.22641999,-1.285789,1.8435057,-2.827233,0.47628802,-0.14964633,0.06893248,0.14507863,2.776992,0.8216524,-0.3562389,0.016305566,-0.21878088
53,0.0,0.0,0.0,0.25534168,0.6881833,0.7657196,0.043915693,0.020374643,-0.99882746,0.0024934767,-0.029346304,0.0036443123,0.035484094,-0.005562371,-0.0017262532,-0.017070726,0.0051787593,-0.0005754177,0.045841612,0.046992447,0.010932936,0.033949643,-0.008247654,1.1929504,0.13763638,-1.1935607,0.51117724,-0.8640879,0.6814679,-0.085755706,0.51117724,0.8517586,1.9074388,1.3501793,-0.08621348,-0.16708629,-0.9163043,0.6649922,-0.5708902,-1.7870114,2.3991077,-3.5189905,0.3886738,-0.68336886,0.10433563,0.94470006,3.399276,1.1751754,-0.2570759,0.17149709,-0.1472883
54,0.0,0.0,0.0,0.15607607,0.98598015,0.55955255,0.027568111,0.023449104,-0.9993448,0.023975737,-0.031647973,-0.01783795,0.04775967,-0.02627741,0.01170016,-0.01822156,0.020906843,0.02435935,0.09647837,0.07346166,0.004027924,0.032031585,-0.02244129,1.0220493,-0.3555352,-1.2784009,0.6814679,-0.713695,0.34027618,-0.34088656,0.6814679,1.7892729,2.973617,1.3824064,-0.5363546,-0.0007629511,-0.42801556,0.3088743,-0.91024095,-2.7311454,2.6339223,-4.451131,0.12778667,-1.0433791,0.1919163,2.1823895,4.041308,1.7341555,-0.026195541,0.24192135,-0.1570169
55,0.0,0.0,0.0,0.21934426,1.4234033,0.33920473,0.0020447157,0.026519794,-0.9996462,0.035867706,-0.042389106,-0.043923553,0.061186083,-0.04775967,0.01591989,-0.03356603,0.0389366,0.065789424,0.17396796,0.10415061,0.0024934767,0.032031585,-0.032415196,0.08514534,-0.74006253,-1.534142,0.6814679,-1.4253757,-0.17059587,-1.1081102,1.2777905,2.471046,4.79176,1.6724498,0.080109864,-0.0007629511,-0.69047076,-0.41126892,-1.4309154,-4.430449,2.6331458,-4.902595,-0.37002403,-1.4210215,1.1666276,3.7110925,5.0100336,2.7377574,0.108426854,0.101946324,-0.0060565025
56,0.0,0.0,0.0,0.24007004,1.6110262,0.49846604,-0.026517639,0.031618565,-0.9991482,0.029729916,-0.06463859,-0.09110781,0.06463859,-0.07729778,0.0074804304,-0.06080247,0.065789424,0.136374,0.30631402,0.15402015,0.0051787593,0.03126436,-0.045458,-0.6820783,-1.3351644,-3.1534295,-0.085755706,-1.6764783,-0.6820783,-1.449302,1.8747234,4.260624,8.073548,3.4059968,0.08621348,-0.16098268,-0.40970474,-1.0878447,-1.667315,-6.6519074,2.2028663,-5.342951,-0.731605,-1.2320728,2.593478,6.185593,6.0566316,4.0030327,0.30622366,-0.20459618,0.27021623
57,0.0,0.0,0.0,0.59895337,1.9590012,0.305389,-0.06219769,0.04077078,-0.99723077,0.002109865,-0.09225864,-0.17511879,0.061186083,-0.10952117,-0.01822156,-0.09225864,0.119878694,0.25145754,0.47356877,0.24340169,0.015152667,0.023975737,-0.05159579,-2.3013656,-1.5152209,-4.6872663,-0.17059587,-1.5636835,-1.449302,-1.1081102,3.578851,6.731975,8.726147,5.358419,0.72404057,-0.67063403,-0.0053406577,-2.5393476,-2.169581,-10.164981,1.0083079,-5.492034,-1.8834883,-0.9277552,4.6652927,9.607853,6.2156177,5.5011964,0.22134593,-0.5646727,-0.052948445
58,0.0,0.0,0.0,0.46805367,3.4785285,0.37192968,-0.120310046,0.051909875,-0.99137825,-0.05619913,-0.118727855,-0.28483176,0.043923553,-0.15018402,-0.05658274,-0.122180365,0.21347997,0.40720394,0.60246235,0.36308858,0.016303502,0.002109865,-0.05006134,-3.664912,-1.3034257,-5.45449,-1.449302,-2.9078202,-2.131075,-1.2784009,5.283589,8.436713,5.0938888,6.689128,-0.26321813,-1.4259557,0.1747158,-4.3030653,-1.8117371,-16.779495,-0.05918292,-6.243847,-4.0892363,-1.4291538,8.398666,15.890928,5.395068,8.03358,1.3277547,-1.1352419,-1.6630911
59,0.0,0.0,0.0,0.2738858,4.810433,0.5093743,-0.20569485,0.05876702,-0.9768501,-0.13752483,-0.13714123,-0.40336782,0.012467383,-0.22191943,-0.12524925,-0.1498004,0.3216585,0.56640285,0.6780339,0.49274936,0.027044633,-0.012467383,-0.05658274,-4.1763945,-0.41718167,-6.136263,-1.7898833,-4.0585947,-4.431525,-1.449302,5.283589,7.4137483,2.831281,5.9371634,1.1940185,-0.64927137,-0.9407187,-7.2522783,-1.1475883,-24.635685,1.1119329,-6.6385884,-6.609486,-2.6457236,11.251966,25.399231,2.2545302,10.538372,1.6747296,-2.191798,-2.9523141
60,0.0,0.0,0.0,0.20407262,5.4452963,1.0460631,-0.30319247,0.06848127,-0.9504655,-0.22191943,-0.13599038,-0.513848,-0.012467383,-0.30055985,-0.21002747,-0.18240741,0.41986313,0.6910767,0.67918473,0.59632456,0.0650222,-0.031647973,-0.078832224,-3.664912,0.49713895,-4.346685,-0.42633706,-3.1911497,-3.5794613,-2.131075,4.004883,5.283589,-3.2018921,4.120363,3.0861373,-1.950866,-2.7290761,-9.623772,-1.3191235,-29.981573,2.5079048,-6.4084473,-7.656151,-4.104758,11.539787,32.181274,0.9912605,11.376931,1.7265397,-2.3607938,-1.7566392
61,0.0,0.0,0.0,0.33497232,5.1540446,1.923091,-0.3983302,0.08306971,-0.9134728,-0.27485785,-0.1298526,-0.5821309,-0.004027924,-0.35503274,-0.25491005,-0.21386358,0.49428383,0.77738935,0.57906204,0.6657583,0.10913756,-0.08727169,-0.15056764,-2.131075,-0.025940338,-2.2159152,1.363241,-1.9289235,-0.85236895,-1.2784009,3.3231099,3.3231099,-6.1788664,2.7681696,1.8364233,-3.4096284,-4.558633,-10.267993,-2.277614,-31.7952,0.9425682,-5.348867,-6.7207413,-3.7814984,10.303357,33.16465,3.2923582,11.092443,1.0405054,-2.9176888,1.1151376
62,0.0,0.0,0.0,0.111352004,4.054487,1.3962197,-0.47123337,0.09972986,-0.87635213,-0.3020943,-0.14021012,-0.6181904,0.018605173,-0.3922431,-0.2664184,-0.2403328,0.55067474,0.8253408,0.4873788,0.7022014,0.14788236,-0.16783017,-0.2403328,-0.25604638,-1.2039368,-1.534142,0.4257267,-2.5466087,-0.25604638,-1.0226597,1.9595636,2.1304646,-1.7745022,1.0077668,1.0215915,-4.029145,-2.1797514,-10.347234,-2.469466,-28.75342,0.43677455,-2.8280597,-4.9635854,-3.3368347,8.053056,29.607864,5.217616,10.516592,-0.54201233,-2.5334234,2.71416
63,0.0,0.0,0.0,0.050265484,3.023652,1.3907657,-0.522932,0.112439595,-0.8449257,-0.30439597,-0.17626962,-0.6481122,0.020906843,-0.42906982,-0.26756924,-0.259897,0.58596706,0.8579478,0.51231354,0.71102446,0.16476128,-0.25491005,-0.2111783,-0.085755706,-1.9980164,-1.449302,0.1699855,-0.6478981,-0.17059587,-0.6820783,1.4486915,1.1929504,3.4852216,0.1537499,-0.25101092,-4.433509,3.6903944,-9.629246,-2.3637798,-26.280973,-1.9133086,-0.3796193,-3.658215,-1.7260706,6.0336294,24.689192,6.379468,8.622144,-2.3727703,-1.9929863,2.2471457
64,0.0,0.0,0.0,0.35460728,2.2862504,0.76244706,-0.561158,0.12416594,-0.81834257,-0.30401236,-0.21347997,-0.67956835,0.005562371,-0.4026006,-0.26565117,-0.26603478,0.6016951,0.8683053,0.59824264,0.7179295,0.12946899,-0.34851134,-0.110672005,0.08514534,-1.6055543,-1.7898833,-1.7044327,3.2448616,0.1699855,0.51117724,0.5960174,0.34027618,4.2009306,0.80231935,-3.0647745,-5.0301366,5.2635994,-9.447169,-2.3323185,-24.590963,-5.9505363,3.4423113,-3.0437393,-0.7391214,5.2829247,18.650148,6.4559207,6.190163,-3.3373535,-0.9714862,1.2826598
65,0.0,0.0,0.0,0.884751,1.4594007,1.2893183,-0.58534205,0.1482741,-0.7971132,-0.2986418,-0.2403328,-0.71754587,-0.084586404,-0.2794612,-0.26565117,-0.24340169,0.6120526,0.87290865,0.67112887,0.7344248,0.0389366,-0.4478668,-0.0090148775,0.08514534,-0.7003891,-1.8753338,-7.1586175,9.9843445,-0.17059587,1.7038224,0.1699855,0.1699855,3.0743268,0.9124285,-5.5611506,-4.431983,4.744793,-9.4759655,-2.9299824,-24.762486,-11.992578,5.2294536,-1.342537,1.8142682,4.868838,12.504182,5.865169,3.2779577,-3.8733573,0.41420698,0.56513715
66,0.0,0.0,0.0,0.9698358,0.9292569,1.5467544,-0.59705055,0.18057017,-0.781617,-0.29327124,-0.24723782,-0.7486184,-0.26411673,-0.037785765,-0.25721171,-0.18701075,0.6139707,0.8763612,0.7209984,0.7371101,-0.09072419,-0.5199858,0.07499611,-0.085755706,-0.17975128,-0.6820783,-10.141451,13.576318,0.7669184,4.175784,-0.085755706,-0.25604638,1.9786068,-0.28802928,-6.7452507,-2.2362096,4.1756315,-8.16105,-2.6787825,-20.717854,-13.696609,2.9513354,1.7227834,2.5542562,7.638067,5.984734,7.0659437,0.9609043,-3.7020445,2.299338,-0.6955074
67,0.0,0.0,0.0,0.46369034,-0.2161154,1.9470893,-0.5931743,0.20915379,-0.777431,-0.29442206,-0.24953948,-0.7443987,-0.46359488,0.20350607,-0.20849302,-0.09072419,0.6147379,0.8759776,0.7536054,0.70258504,-0.21232913,-0.5268908,0.14404623,-0.085755706,-0.10467689,0.7669184,-9.630579,8.560983,4.0903335,5.027848,-0.00030518044,-0.85236895,1.3340658,-3.5187914,-5.34905,0.20675975,2.3002975,-5.988858,-0.6838571,-15.522863,-13.53422,1.561897,4.5642915,2.8323615,6.3847904,1.4434739,3.6437519,1.1622075,-0.9583516,3.5673387,-1.4318095
68,0.0,0.0,0.0,0.15934856,-1.3767593,2.4881413,-0.56606597,0.23907639,-0.7889308,-0.29480568,-0.2503067,-0.7267526,-0.6327677,0.31935683,-0.104534216,0.01783795,0.6231774,0.8169013,0.7482348,0.6312332,-0.30362874,-0.5196022,0.162076,0.08514534,0.71503776,0.5960174,-6.7325854,2.5922637,5.794461,4.686656,0.25543603,-5.7102313,-2.7131152,-3.8195772,-5.432975,1.4961472,-0.6752117,-5.4713573,1.8161223,-13.765264,-13.299582,-2.9656825,6.327046,3.7697077,0.28121024,-2.038899,0.6733735,0.007985264,1.0243754,3.3710833,-0.2591746
