tick,cmd_0,cmd_1,cmd_2,ang_vel_0,ang_vel_1,ang_vel_2,proj_grav_0,proj_grav_1,proj_grav_2,pos_0,pos_1,pos_2,pos_3,pos_4,pos_5,pos_6,pos_7,pos_8,pos_9,pos_10,pos_11,pos_12,pos_13,vel_0,vel_1,vel_2,vel_3,vel_4,vel_5,vel_6,vel_7,vel_8,vel_9,vel_10,vel_11,vel_12,vel_13,action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_7,action_8,action_9,action_10,action_11,action_12,action_13
105,0.0,0.0,0.0,4.363323e-05,0.002301653,5.454154e-05,0.015332431,0.012232672,-0.9998076,-0.010165713,0.004027924,0.010165713,0.010932936,0.0001918059,-0.0090148775,-0.009398489,-0.011316548,-0.016303502,-0.02435935,0.0032607005,-0.017454337,-0.0090148775,-0.0036443123,0.08514534,0.014343481,0.08514534,-0.00030518044,0.08123903,-0.34088656,-0.00030518044,0.08514534,0.25543603,0.01544213,0.010070954,-0.0007629511,-0.0007629511,-0.0007629511,-0.04921925,-0.12117252,-0.04787101,0.5976552,-1.058883,-0.041904096,0.062236704,-0.09572765,-0.31515574,-0.0054405634,0.20090564,-0.21319419,-0.03394117,0.0051102936
106,0.0,0.0,0.0,0.005497787,0.0033924838,-0.010853766,0.015332431,0.012232672,-0.9998076,-0.010165713,0.004027924,0.010165713,0.010932936,-0.0001918059,-0.0090148775,-0.009398489,-0.011316548,-0.016303502,-0.023975737,0.0032607005,-0.017454337,-0.008631266,-0.0036443123,-0.25604638,-0.044861525,0.08514534,-0.00030518044,-0.10675212,0.1699855,0.08514534,0.08514534,0.08514534,0.05035477,0.012756542,-0.0007629511,-0.0007629511,-0.0007629511,-0.05644454,-0.11641604,-0.039056364,0.60114825,-1.0639114,-0.038586047,0.04326754,-0.089136824,-0.31107318,0.003942486,0.1851412,-0.21183878,-0.041431844,0.01325874
107,0.0,0.0,0.0,4.363323e-05,0.015391623,-0.0032179507,0.015332431,0.012232672,-0.9998076,-0.010165713,0.004027924,0.009782101,0.010932936,-0.0005754177,-0.0090148775,-0.009398489,-0.011316548,-0.016687114,-0.023975737,0.0028770885,-0.017454337,-0.008631266,-0.0032607005,-0.17059587,0.00030518044,0.08514534,-0.17059587,0.031555656,0.1699855,-0.17059587,-0.17059587,0.25543603,-0.086610205,-0.026184482,-0.0007629511,-0.0007629511,-0.0007629511,-0.05039762,-0.118232876,-0.049110457,0.5996028,-1.068625,-0.038517136,0.04831057,-0.07995134,-0.31188446,0.0020539302,0.18768,-0.21517009,-0.042585947,0.0068889707
108,0.0,0.0,0.0,4.363323e-05,0.020845776,0.003327034,0.014312842,0.012232982,-0.99982274,-0.010165713,0.004027924,0.009398489,0.010932936,-0.00095902954,-0.0090148775,-0.009398489,-0.011316548,-0.016687114,-0.023208514,0.0028770885,-0.017454337,-0.008631266,-0.0032607005,-0.34088656,-0.002746624,-0.5117876,-0.25604638,0.026184482,0.08514534,-0.00030518044,0.08514534,0.08514534,0.043640804,0.04632639,-0.0007629511,-0.0007629511,-0.0007629511,-0.056351036,-0.12614205,-0.031137634,0.61230767,-1.0647454,-0.026072126,0.04647527,-0.06648959,-0.3159127,0.023452798,0.1994124,-0.21216318,-0.03965091,0.002183199
109,0.0,0.0,0.0,0.0022252947,0.032844916,0.003327034,0.014312842,0.012232982,-0.99982274,-0.010165713,0.004027924,0.009398489,0.010932936,-0.0013426413,-0.0090148775,-0.009398489,-0.010932936,-0.016687114,-0.023208514,0.0028770885,-0.017454337,-0.008631266,-0.0032607005,-0.00030518044,0.018005647,-0.00030518044,-0.00030518044,-0.044983596,-0.00030518044,-0.34088656,-0.00030518044,-0.00030518044,-0.18329138,-0.011413748,-0.0007629511,-0.0007629511,-0.0007629511,-0.045550197,-0.119383335,-0.052289292,0.6055372,-1.0974035,-0.02693325,0.051794566,-0.07388056,-0.32663408,0.03819463,0.19229658,-0.21463054,-0.040612046,0.0060385913
110,0.0,0.0,0.0,0.0022252947,0.030663254,-0.0032179507,0.013293154,0.012233278,-0.9998368,-0.010165713,0.004027924,0.0090148775,0.010932936,-0.0013426413,-0.0090148775,-0.009398489,-0.010932936,-0.016687114,-0.022057679,0.0024934767,-0.017454337,-0.008631266,-0.0032607005,-0.17059587,-0.11444266,-0.34088656,-0.085755706,-0.075867854,-0.25604638,-0.25604638,-0.17059587,-0.17059587,0.116151676,0.0073853666,-0.0007629511,-0.0007629511,-0.0007629511,-0.05217521,-0.119912684,-0.036606252,0.628039,-1.0853474,-0.0397447,0.050583236,-0.07131614,-0.30604434,0.010737801,0.19634268,-0.21571848,-0.040226005,-0.0054625273
111,0.0,0.0,0.0,0.001134464,0.032844916,-0.007581274,0.012273369,0.012233561,-0.99984986,-0.010165713,0.004027924,0.0090148775,0.010932936,-0.0017262532,-0.0090148775,-0.009398489,-0.010932936,-0.016687114,-0.022057679,0.0024934767,-0.017454337,-0.0090148775,-0.0032607005,-0.34088656,-0.012512398,-0.17059587,0.08514534,-0.061097123,0.08514534,-0.00030518044,-0.00030518044,0.08514534,0.067811094,-0.0651255,-0.0007629511,-0.0007629511,-0.0007629511,-0.060112387,-0.11932996,-0.04751298,0.6050392,-1.0741849,-0.032919038,0.046426363,-0.07885653,-0.32788017,0.021040153,0.18895796,-0.20195752,-0.031725645,0.0069948733
112,0.0,0.0,0.0,0.001134464,0.031754084,-0.0043087816,0.012273369,0.012233561,-0.99984986,-0.010165713,0.004027924,0.0090148775,0.010932936,-0.002109865,-0.0090148775,-0.009398489,-0.010549325,-0.016687114,-0.021674067,0.0024934767,-0.017454337,-0.008631266,-0.0032607005,0.08514534,0.06439307,-0.42633706,0.1699855,0.1322652,-0.17059587,-0.17059587,-0.17059587,0.08514534,0.16986343,-0.016784925,-0.0007629511,-0.0007629511,-0.0007629511,-0.0556152,-0.12468755,-0.03918188,0.61282635,-1.0837142,-0.0421686,0.061437823,-0.07663879,-0.31025657,0.021735873,0.20748597,-0.20012851,-0.037728086,-0.008427471
113,0.0,0.0,0.0,-0.0010471975,0.037208237,0.0011453723,0.01125349,0.012233832,-0.99986184,-0.010165713,0.004027924,0.0090148775,0.010932936,-0.0024934767,-0.0090148775,-0.009398489,-0.010549325,-0.017070726,-0.021674067,0.0028770885,-0.017454337,-0.008631266,-0.0032607005,-0.17059587,0.029602503,-0.085755706,0.08514534,-0.034241244,-0.00030518044,-0.5117876,0.25543603,-0.34088656,0.067811094,-0.057068743,-0.0007629511,-0.0007629511,-0.0007629511,-0.04692509,-0.13016757,-0.05234318,0.6158743,-1.1166196,-0.02717464,0.06165936,-0.07337316,-0.32113245,0.013636364,0.182812,-0.20812131,-0.04064875,0.010196015
114,0.0,0.0,0.0,-0.003228859,0.02629993,0.002236203,0.01125349,0.012233832,-0.99986184,-0.010165713,0.004027924,0.0090148775,0.010932936,-0.0028770885,-0.0090148775,-0.009398489,-0.010549325,-0.016687114,-0.021674067,0.0024934767,-0.017454337,-0.008631266,-0.0036443123,-0.00030518044,0.05584802,-0.085755706,-0.00030518044,-0.11480888,-0.25604638,-0.17059587,-0.085755706,0.34027618,-0.042298008,-0.002014191,-0.0007629511,-0.0007629511,-0.0007629511,-0.04928428,-0.12232599,-0.05783601,0.60903126,-1.0846705,-0.0389887,0.068996094,-0.088667035,-0.3176814,-0.0032080123,0.19245501,-0.21412624,-0.037885606,0.0026043952
115,0.0,0.0,0.0,0.0033161256,0.021936607,0.0011453723,0.010233521,0.01223409,-0.9998728,-0.010165713,0.004027924,0.0090148775,0.010932936,-0.0028770885,-0.0090148775,-0.009398489,-0.010549325,-0.017070726,-0.021290455,0.0028770885,-0.017454337,-0.008631266,-0.0036443123,-0.00030518044,-0.030823225,0.1699855,-0.17059587,0.05304036,-0.00030518044,-0.25604638,0.1699855,0.1699855,0.11749447,0.0221561,-0.0007629511,-0.0007629511,-0.0007629511,-0.047324724,-0.13227564,-0.06551492,0.60622823,-1.0904329,-0.039195765,0.0752619,-0.08951041,-0.31736758,-0.009733191,0.18625093,-0.2179426,-0.04423346,0.0101956725
116,0.0,0.0,0.0,-0.003228859,0.017573284,-0.0010362893,0.010233521,0.01223409,-0.9998728,-0.009782101,0.004027924,0.008631266,0.010932936,-0.0028770885,-0.0090148775,-0.0090148775,-0.010549325,-0.017070726,-0.021290455,0.0028770885,-0.017454337,-0.008631266,-0.0032607005,0.25543603,-0.058289465,0.25543603,-0.085755706,-0.07318227,-0.00030518044,-0.085755706,-0.25604638,-0.25604638,-0.063782714,0.0033569848,-0.0007629511,-0.0007629511,-0.0007629511,-0.04802701,-0.11843759,-0.05520466,0.62483895,-1.090596,-0.040445436,0.04931026,-0.09005059,-0.29526666,-0.01621583,0.20413174,-0.21557257,-0.049293354,0.00030070543
117,0.0,0.0,0.0,-0.005410521,0.01320996,-0.0010362893,0.010233521,0.01223409,-0.9998728,-0.009782101,0.004027924,0.008631266,0.010932936,-0.0028770885,-0.0090148775,-0.0090148775,-0.010549325,-0.016687114,-0.021674067,0.0028770885,-0.017454337,-0.008631266,-0.0032607005,0.1699855,0.079041734,-0.42633706,-0.00030518044,0.04901198,-0.085755706,0.1699855,-0.00030518044,0.1699855,-0.21417563,-0.09869535,-0.0007629511,-0.0007629511,-0.0007629511,-0.058423832,-0.11441943,-0.04504997,0.6112863,-1.0782413,-0.03577118,0.04601956,-0.0908723,-0.30911812,0.011347258,0.22837311,-0.2007392,-0.04281064,-0.0042172223
118,0.0,0.0,0.0,-0.0065013515,0.01320996,0.002236203,0.010233521,0.01223409,-0.9998728,-0.009782101,0.004027924,0.008631266,0.010932936,-0.0028770885,-0.0090148775,-0.0090148775,-0.010549325,-0.016687114,-0.021290455,0.0028770885,-0.017454337,-0.0090148775,-0.0032607005,0.1699855,-0.07293812,-0.00030518044,0.08514534,-0.016784925,-0.085755706,-0.17059587,-0.00030518044,-0.085755706,0.1107805,0.012756542,-0.0007629511,-0.0007629511,-0.0007629511,-0.048725456,-0.1183705,-0.046974342,0.61311084,-1.0744691,-0.038891274,0.057215028,-0.09551804,-0.30803567,-0.0057920082,0.20566261,-0.208356,-0.03875585,-0.005231291
119,0.0,0.0,0.0,-0.0065013515,0.0044833147,0.0011453723,0.010233521,0.01223409,-0.9998728,-0.009782101,0.004411536,0.008631266,0.010932936,-0.0028770885,-0.0090148775,-0.0090148775,-0.010549325,-0.016687114,-0.021674067,0.0028770885,-0.017454337,-0.0090148775,-0.0036443123,0.34027618,0.16144045,0.08514534,-0.25604638,0.07318227,-0.17059587,-0.00030518044,-0.34088656,0.1699855,0.047669183,-0.105409324,-0.0007629511,-0.0007629511,-0.0007629511,-0.04784935,-0.124792516,-0.05034615,0.6074499,-1.0522969,-0.046807315,0.058050968,-0.09721877,-0.28945076,-0.03649549,0.22306712,-0.2106249,-0.042838693,-0.004259661
120,0.0,0.0,0.0,-0.005410521,-0.004243332,-0.0043087816,0.009213466,0.012234336,-0.9998827,-0.010165713,0.004027924,0.008631266,0.010932936,-0.0024934767,-0.0090148775,-0.0090148775,-0.010549325,-0.016687114,-0.021674067,0.0028770885,-0.017454337,-0.0090148775,-0.0036443123,0.08514534,-0.17669947,0.1699855,-0.17059587,-0.04901198,0.25543603,-0.00030518044,0.25543603,-0.34088656,0.10272373,0.09869535,-0.0007629511,-0.0007629511,-0.064850844,-0.056635603,-0.12179181,-0.04345876,0.6125094,-1.0609186,-0.03108104,0.04509806,-0.095395625,-0.30444708,-0.021595614,0.20219846,-0.21216393,-0.04699618,0.019482441
121,0.0,0.0,0.0,-0.0010471975,-0.010788317,5.454154e-05,0.010233521,0.01223409,-0.9998728,-0.010165713,0.004027924,0.008631266,0.010932936,-0.0024934767,-0.0090148775,-0.0090148775,-0.010549325,-0.016687114,-0.022057679,0.0032607005,-0.017454337,-0.0090148775,-0.0036443123,-0.00030518044,-0.017395286,0.1699855,0.08514534,-0.011413748,-0.25604638,-0.00030518044,0.08514534,-0.085755706,-0.08392462,0.057068743,-0.0007629511,-0.0007629511,-0.0007629511,-0.050154865,-0.10834578,-0.03755268,0.6064398,-1.0558906,-0.035515446,0.045552842,-0.10091168,-0.30599064,-0.029714445,0.19429576,-0.21784177,-0.04290809,0.012504891
122,0.0,0.0,0.0,-0.005410521,-0.014060808,0.003327034,0.010233521,0.01223409,-0.9998728,-0.010165713,0.004027924,0.008631266,0.010932936,-0.0017262532,-0.0090148775,-0.009398489,-0.010549325,-0.016687114,-0.02244129,0.0028770885,-0.017454337,-0.0090148775,-0.0036443123,0.1699855,-0.025329977,-0.085755706,-0.085755706,0.063782714,-0.00030518044,-0.085755706,0.08514534,-0.085755706,-0.038269628,0.011413748,-0.0007629511,-0.0007629511,-0.0007629511,-0.046984144,-0.11765188,-0.03239685,0.6090316,-1.0564458,-0.034503732,0.047522403,-0.09578848,-0.29301944,-0.027359506,0.2098752,-0.21118487,-0.046765935,0.0033290237
123,0.0,0.0,0.0,-0.0021380284,-0.022787455,0.0011453723,0.010233521,0.01223409,-0.9998728,-0.010165713,0.004027924,0.008631266,0.010932936,-0.0017262532,-0.0090148775,-0.0090148775,-0.010549325,-0.016687114,-0.022824902,0.0028770885,-0.017454337,-0.0090148775,-0.0032607005,-0.085755706,-0.09063859,-0.00030518044,0.25543603,-0.043640804,-0.17059587,0.08514534,-0.085755706,-0.17059587,-0.07049668,0.044983596,-0.0007629511,-0.0007629511,-0.0007629511,-0.05104518,-0.104267985,-0.02126234,0.6083981,-1.0338447,-0.035944205,0.034805857,-0.10415563,-0.2985039,-0.034147844,0.19990726,-0.21032235,-0.03950926,-0.0008056313
124,0.0,0.0,0.0,4.363323e-05,-0.020605793,-0.0064904434,0.01125349,0.012233832,-0.99986184,-0.009782101,0.004411536,0.0090148775,0.010932936,-0.00095902954,-0.0090148775,-0.009398489,-0.010549325,-0.016303502,-0.023208514,0.0028770885,-0.017454337,-0.0090148775,-0.0032607005,-0.085755706,0.07293812,-0.00030518044,0.08514534,-0.08392462,-0.085755706,-0.34088656,-0.00030518044,0.25543603,-0.14300755,0.08123903,-0.0007629511,-0.0007629511,-0.0007629511,-0.046341315,-0.111011535,-0.032756414,0.59303445,-1.035788,-0.042365458,0.051359005,-0.102982804,-0.3006326,-0.046304192,0.18141448,-0.21903536,-0.041279048,0.005524516
125,0.0,0.0,0.0,-0.0021380284,-0.022787455,-0.0053996122,0.01125349,0.012233832,-0.99986184,-0.010165713,0.004027924,0.0090148775,0.010932936,-0.0005754177,-0.0090148775,-0.0090148775,-0.010549325,-0.016687114,-0.023975737,0.0028770885,-0.017454337,-0.0090148775,-0.0032607005,-0.00030518044,-0.0045777066,-0.25604638,0.08514534,0.07049668,0.1699855,0.08514534,-0.25604638,-0.42633706,-0.133608,-0.09869535,-0.0007629511,-0.0007629511,-0.0007629511,-0.052651957,-0.10731581,-0.0044043288,0.61744064,-1.0422807,-0.03482466,0.015467152,-0.08678289,-0.27612218,-0.027973453,0.21843125,-0.19874983,-0.048530664,-0.0018675029
126,0.0,0.0,0.0,4.363323e-05,-0.028241608,0.008781188,0.012273369,0.012233561,-0.99984986,-0.010165713,0.004411536,0.0090148775,0.010932936,-0.0001918059,-0.0090148775,-0.0090148775,-0.010549325,-0.016303502,-0.023975737,0.0028770885,-0.017454337,-0.0090148775,-0.0036443123,-0.00030518044,0.044861525,0.1699855,-0.00030518044,0.07989624,-0.25604638,0.1699855,-0.00030518044,0.08514534,-0.01544213,0.06915389,-0.0007629511,-0.0007629511,-0.0007629511,-0.046814635,-0.10746008,-0.028565418,0.5903399,-1.0178885,-0.03092609,0.032564394,-0.104512766,-0.3070462,-0.03870595,0.20429628,-0.21660513,-0.038363528,0.00782299
127,0.0,0.0,0.0,4.363323e-05,-0.028241608,0.008781188,0.012273369,0.012233561,-0.99984986,-0.010165713,0.004411536,0.0090148775,0.010932936,-0.0001918059,-0.0090148775,-0.009398489,-0.010549325,-0.016303502,-0.02435935,0.0028770885,-0.017454337,-0.0090148775,-0.0036443123,-0.085755706,0.08026245,-0.25604638,-0.17059587,0.08526742,0.08514534,0.1699855,-0.00030518044,-0.00030518044,-0.010070954,0.0221561,-0.0007629511,-0.0007629511,-0.0007629511,-0.046731398,-0.114677995,-0.008734874,0.60038966,-1.0144668,-0.026778571,0.031436585,-0.09003985,-0.28962147,-0.020497698,0.21634653,-0.20973685,-0.044656925,0.0016622841
128,0.0,0.0,0.0,-0.0021380284,-0.026059948,0.0055086953,0.013293154,0.012233278,-0.9998368,-0.010165713,0.004411536,0.009398489,0.010549325,0.0005754177,-0.0090148775,-0.0090148775,-0.010549325,-0.016303502,-0.02435935,0.0032607005,-0.017454337,-0.0090148775,-0.0036443123,0.08514534,-0.07354849,0.4257267,-0.17059587,0.026184482,0.1699855,0.08514534,-0.085755706,-0.00030518044,-0.06915389,0.010070954,-0.0007629511,-0.0007629511,-0.0007629511,-0.043306008,-0.110910326,-0.033212412,0.5899115,-1.0172267,-0.0300663,0.031668864,-0.0990302,-0.30124104,-0.02267803,0.20440622,-0.21610662,-0.04368346,0.008411601
129,0.0,0.0,0.0,-0.0021380284,-0.027150778,5.454154e-05,0.013293154,0.012233278,-0.9998368,-0.009782101,0.004411536,0.0090148775,0.010549325,0.0005754177,-0.0090148775,-0.0090148775,-0.010549325,-0.016303502,-0.02474296,0.0032607005,-0.017454337,-0.0090148775,-0.0032607005,-0.085755706,-0.07721065,0.25543603,0.25543603,-0.024841689,0.25543603,0.25543603,-0.17059587,-0.00030518044,0.014099336,-0.019470513,-0.0007629511,-0.0007629511,-0.0007629511,-0.047548294,-0.10058181,-0.021399055,0.5927267,-1.0140948,-0.03399184,0.026155762,-0.102815926,-0.3006832,-0.00970429,0.2010723,-0.20270489,-0.03870849,-0.00022210181
130,0.0,0.0,0.0,0.0022252947,-0.014060808,-0.009762935,0.013293154,0.012233278,-0.9998368,-0.010165713,0.004411536,0.0090148775,0.010549325,0.0005754177,-0.0090148775,-0.0090148775,-0.010549325,-0.01591989,-0.02474296,0.0032607005,-0.017454337,-0.008631266,-0.0032607005,-0.5117876,-0.018005647,-0.00030518044,-0.17059587,-0.023498895,-0.085755706,0.4257267,0.08514534,0.4257267,0.03961242,0.18329138,-0.0007629511,0.07400626,-0.0007629511,-0.062728316,-0.11003631,-0.025458127,0.58728904,-0.98278993,-0.03701112,0.03422127,-0.086243406,-0.32264253,-0.0077702156,0.18245684,-0.22083548,-0.043905497,0.012133546
131,0.0,0.0,0.0,-0.0043196897,-0.009697486,-0.0064904434,0.013293154,0.012233278,-0.9998368,-0.009782101,0.004411536,0.0090148775,0.010932936,0.00095902954,-0.0090148775,-0.009398489,-0.010549325,-0.016303502,-0.02435935,0.0028770885,-0.017454337,-0.008631266,-0.0032607005,-0.00030518044,-0.07354849,-0.085755706,0.25543603,0.06243992,-0.25604638,-0.085755706,-0.00030518044,-0.17059587,0.101380944,0.010070954,-0.0007629511,-0.0007629511,-0.0007629511,-0.05312094,-0.11102757,-0.01757393,0.6015741,-1.0298097,-0.03797939,0.044950195,-0.08330129,-0.30376548,0.0036967304,0.20135035,-0.20432682,-0.040836535,0.0016491264
132,0.0,0.0,0.0,-0.0010471975,-0.0009708394,0.0065995264,0.013293154,0.012233278,-0.9998368,-0.009782101,0.004411536,0.0090148775,0.010549325,0.00095902954,-0.008631266,-0.0090148775,-0.010549325,-0.016303502,-0.02474296,0.0028770885,-0.017454337,-0.008631266,-0.0032607005,-0.085755706,0.09552148,-0.17059587,-0.085755706,0.05975433,0.25543603,0.25543603,-0.25604638,-0.085755706,0.023498895,-0.12286565,-0.0007629511,-0.0007629511,-0.0007629511,-0.049027935,-0.118162125,-0.020149365,0.6000178,-1.0246637,-0.026051559,0.024010353,-0.077615716,-0.29940036,0.018956745,0.22081406,-0.1969966,-0.041719694,-0.002027586
133,0.0,0.0,0.0,0.0033161256,0.00011999139,0.003327034,0.014312842,0.012232982,-0.99982274,-0.009782101,0.004411536,0.0090148775,0.010549325,0.00095902954,-0.0090148775,-0.009398489,-0.010549325,-0.016303502,-0.02474296,0.0032607005,-0.017454337,-0.008631266,-0.0036443123,-0.17059587,-0.017395286,-0.25604638,0.25543603,-0.0060425727,0.08514534,-0.085755706,0.1699855,0.08514534,-0.040955216,-0.034241244,-0.0007629511,-0.0007629511,-0.0007629511,-0.048683956,-0.11071673,-0.026073478,0.5919884,-1.0492299,-0.025862899,0.04039114,-0.08538164,-0.32351795,0.04152227,0.20266981,-0.20200932,-0.037463762,0.0022485405
134,0.0,0.0,0.0,-0.005410521,0.0012108221,0.002236203,0.014312842,0.012232982,-0.99982274,-0.009782101,0.004411536,0.0090148775,0.010549325,0.0005754177,-0.0090148775,-0.009398489,-0.010549325,-0.016687114,-0.02435935,0.0032607005,-0.017454337,-0.0090148775,-0.0036443123,0.08514534,-0.124208435,-0.085755706,0.4257267,-0.11749447,0.08514534,-0.25604638,-0.085755706,-0.17059587,0.011413748,-0.020813307,-0.0007629511,-0.0007629511,-0.0007629511,-0.041928522,-0.107247174,-0.026127655,0.607459,-1.0649502,-0.03428792,0.042682476,-0.089043394,-0.3063441,0.028413603,0.19668895,-0.2011286,-0.03634537,-0.0064739436
135,0.0,0.0,0.0,0.0033161256,0.002301653,-0.0053996122,0.014312842,0.012232982,-0.99982274,-0.009782101,0.004411536,0.0090148775,0.010549325,0.0005754177,-0.0090148775,-0.0090148775,-0.010549325,-0.016303502,-0.02435935,0.0032607005,-0.017454337,-0.0090148775,-0.0036443123,-0.17059587,0.013122759,0.1699855,-0.25604638,0.10675212,-0.00030518044,0.1699855,0.08514534,-0.17059587,0.09466697,-0.05975433,-0.0007629511,-0.0007629511,-0.0007629511,-0.05041723,-0.11719352,-0.037815787,0.6047768,-1.0577812,-0.030951839,0.030051969,-0.07955653,-0.31043229,0.0035396458,0.1984967,-0.21265808,-0.04146164,0.01512444
136,0.0,0.0,0.0,0.001134464,0.01320996,-0.00212712,0.014312842,0.012232982,-0.99982274,-0.009782101,0.004411536,0.0090148775,0.010549325,0.0001918059,-0.0090148775,-0.0090148775,-0.010549325,-0.016687114,-0.02435935,0.0032607005,-0.017454337,-0.0090148775,-0.0036443123,0.08514534,-0.1077287,-0.25604638,0.08514534,-0.08392462,-0.085755706,0.1699855,-0.00030518044,-0.25604638,-0.043640804,-0.002014191,-0.0007629511,0.08468757,-0.0007629511,-0.056690887,-0.10343823,-0.031154744,0.61998177,-1.0709193,-0.031005148,0.025390737,-0.082127094,-0.30738103,0.031073166,0.21975066,-0.20688495,-0.050447825,0.00051897764
137,0.0,0.0,0.0,0.001134464,0.01211913,0.002236203,0.013293154,0.012233278,-0.9998368,-0.009782101,0.004411536,0.0090148775,0.010549325,0.0001918059,-0.0090148775,-0.009398489,-0.010549325,-0.016303502,-0.023975737,0.0032607005,-0.017454337,-0.008631266,-0.0036443123,0.25543603,0.032043945,0.08514534,0.25543603,-0.12823682,0.08514534,-0.17059587,-0.25604638,-0.085755706,0.018127719,0.15106432,-0.0007629511,-0.0007629511,-0.0007629511,-0.043572813,-0.110494584,-0.044199873,0.60804933,-1.0775008,-0.038098637,0.037311338,-0.091335684,-0.30766973,0.022119334,0.19391112,-0.21622212,-0.042035986,-0.0015530735
138,0.0,0.0,0.0,0.001134464,0.01211913,0.0065995264,0.013293154,0.012233278,-0.9998368,-0.009782101,0.004411536,0.0090148775,0.010549325,-0.0001918059,-0.0090148775,-0.0090148775,-0.010549325,-0.016687114,-0.023975737,0.0028770885,-0.017454337,-0.008631266,-0.0036443123,0.1699855,0.03509575,-0.085755706,-0.17059587,-0.08526742,0.08514534,-0.17059587,-0.00030518044,0.08514534,-0.04901198,-0.10003815,-0.0007629511,-0.0007629511,-0.0007629511,-0.042410508,-0.11563316,-0.050159983,0.6092104,-1.0785072,-0.036703575,0.045687042,-0.08789711,-0.30370653,0.010541279,0.21202481,-0.21247289,-0.04658892,-0.0005503148
139,0.0,0.0,0.0,-0.003228859,0.017573284,5.454154e-05,0.013293154,0.012233278,-0.9998368,-0.009782101,0.0047951476,0.0090148775,0.010549325,-0.0001918059,-0.0090148775,-0.0090148775,-0.010549325,-0.016303502,-0.023975737,0.0032607005,-0.017454337,-0.0090148775,-0.0036443123,0.08514534,0.11505303,-0.00030518044,0.08514534,0.03558404,-0.17059587,0.5960174,0.25543603,0.34027618,0.061097123,-0.0651255,-0.0007629511,-0.0007629511,-0.0007629511,-0.05699031,-0.11643824,-0.053976342,0.5945107,-1.0647025,-0.030822907,0.04934209,-0.09028414,-0.3367781,0.043463446,0.21746814,-0.19921961,-0.030104347,0.008296296
140,0.0,0.0,0.0,-0.0010471975,0.016482454,-0.0043087816,0.013293154,0.012233278,-0.9998368,-0.009782101,0.004411536,0.008631266,0.010549325,-0.0001918059,-0.0090148775,-0.0090148775,-0.010549325,-0.016687114,-0.023592126,0.0032607005,-0.017454337,-0.0090148775,-0.0036443123,0.25543603,-0.1980621,-0.17059587,-0.5117876,0.04901198,0.34027618,0.08514534,0.34027618,-0.085755706,0.043640804,0.08526742,-0.0007629511,-0.0007629511,-0.0007629511,-0.054738715,-0.12712863,-0.04357708,0.61567956,-1.0856423,-0.02933887,0.04521767,-0.069044486,-0.31603044,0.061731685,0.2179725,-0.21368842,-0.048274215,0.005152121
141,0.0,0.0,0.0,-0.003228859,0.020845776,-0.0064904434,0.012273369,0.012233561,-0.99984986,-0.010165713,0.0047951476,0.008631266,0.010549325,-0.0005754177,-0.0090148775,-0.0090148775,-0.010549325,-0.016687114,-0.022824902,0.0032607005,-0.017454337,-0.0090148775,-0.0036443123,-0.34088656,0.06561379,0.1699855,0.1699855,0.034241244,0.1699855,0.08514534,0.25543603,0.08514534,0.047669183,0.133608,-0.0007629511,-0.0007629511,-0.0007629511,-0.05535704,-0.12092954,-0.049839687,0.5928314,-1.0852845,-0.02473057,0.050276704,-0.074081406,-0.34497526,0.056581486,0.1675248,-0.21431139,-0.033405438,0.023663774
142,0.0,0.0,0.0,0.001134464,0.017573284,-0.007581274,0.012273369,0.012233561,-0.99984986,-0.010165713,0.0047951476,0.008631266,0.010549325,-0.00095902954,-0.0090148775,-0.0090148775,-0.010549325,-0.016687114,-0.022824902,0.0028770885,-0.017454337,-0.0090148775,-0.0032607005,-0.085755706,0.059510186,0.34027618,-0.34088656,0.034241244,-0.34088656,0.08514534,-0.085755706,0.34027618,0.055725947,-0.1537499,-0.0007629511,0.08316167,-0.0007629511,-0.051849112,-0.116869956,-0.056093402,0.5988882,-1.0571685,-0.04465388,0.057683997,-0.07872589,-0.31396246,0.0035108188,0.19607292,-0.21819985,-0.050415903,0.012524083
143,0.0,0.0,0.0,-0.003228859,0.018664114,0.002236203,0.012273369,0.012233561,-0.99984986,-0.010165713,0.004411536,0.008631266,0.010549325,-0.00095902954,-0.0090148775,-0.0090148775,-0.010549325,-0.016687114,-0.023208514,0.0028770885,-0.017454337,-0.008631266,-0.0032607005,-0.17059587,-0.15533684,-0.17059587,0.1699855,0.063782714,0.1699855,-0.00030518044,-0.5117876,0.1699855,0.06243992,-0.012756542,-0.0007629511,-0.0007629511,-0.0007629511,-0.055173963,-0.11807543,-0.038032692,0.60945994,-1.0503006,-0.042427327,0.050447322,-0.07898412,-0.30978152,0.018107997,0.20043728,-0.20258626,-0.03545208,-0.011364967
